t_ms,vm_soma_mV,vm_far_mV
44.21,-45.20730748,-65.57500761
44.22,-44.86530729,-65.527784
44.23,-44.51105798,-65.47964427
44.24,-44.14398492,-65.43054993
44.25,-43.76348366,-65.38047463
44.26,-43.3689182,-65.32937384
44.27,-42.95961417,-65.27720997
44.28,-42.53488188,-65.22394698
44.29,-42.09398077,-65.16953445
44.3,-41.63614379,-65.11393125
44.31,-41.16057034,-65.05708705
44.32,-40.66642544,-64.99895245
44.33,-40.152836,-64.93947787
44.34,-39.61890025,-64.87859968
44.35,-39.06367516,-64.81626667
44.36,-38.48618963,-64.75241261
44.37,-37.88544063,-64.68697906
44.38,-37.26039785,-64.61989006
44.39,-36.6100054,-64.55108231
44.4,-35.93318564,-64.48046353
44.41,-35.22884951,-64.40796393
44.42,-34.49589797,-64.33349997
44.43,-33.73323183,-64.25697667
44.44,-32.93976147,-64.17830482
44.45,-32.11442387,-64.09737058
44.46,-31.25618821,-64.01407489
44.47,-30.36407608,-63.92830794
44.48,-29.43719239,-63.83993963
44.49,-28.47472016,-63.74884743
44.5,-27.47597305,-63.65489662
44.51,-26.44040353,-63.55794267
44.52,-25.36764454,-63.45783201
44.53,-24.25753617,-63.35439077
44.54,-23.11017203,-63.24745676
44.55,-21.92591829,-63.13684909
44.56,-20.70546737,-63.02236178
44.57,-19.44987026,-62.90379234
44.58,-18.16057549,-62.78092232
44.59,-16.83946614,-62.65351453
44.6,-15.48888695,-62.52130401
44.61,-14.11166493,-62.3840362
44.62,-12.71112726,-62.2414249
44.63,-11.29110829,-62.09316106
44.64,-9.855930218,-61.93892512
44.65,-8.41037972,-61.77836668
44.66,-6.959676822,-61.61112088
44.67,-5.509407079,-61.43679067
44.68,-4.06545064,-61.2549638
44.69,-2.633896282,-61.06519537
44.7,-1.220944437,-60.86701214
44.71,0.1672075669,-60.65990994
44.72,1.524467114,-60.44334969
44.73,2.844967677,-60.21675749
44.74,4.123172143,-59.97952836
44.75,5.353968205,-59.73101386
44.76,6.532756189,-59.47052667
44.77,7.655512974,-59.1973364
44.78,8.718841272,-58.91066731
44.79,9.720004935,-58.60969226
44.8,10.65692504,-58.29352461
44.81,11.52817538,-57.96123745
44.82,12.3329673,-57.61183439
44.83,13.07109979,-57.24426169
44.84,13.74291221,-56.85739789
44.85,14.34922264,-56.45005364
44.86,14.89127669,-56.02095019
44.87,15.3706653,-55.56874101
44.88,15.78927986,-55.09199243
44.89,16.14924019,-54.58917236
44.9,16.45283818,-54.05864882
44.91,16.7024889,-53.49868484
44.92,16.90068622,-52.90743039
44.93,17.04996105,-52.28290432
44.94,17.15284804,-51.62299271
44.95,17.21185265,-50.92544797
44.96,17.22944161,-50.18785545
44.97,17.20800804,-49.4076461
44.98,17.14986746,-48.58206472
44.99,17.05724557,-47.70817299
45,16.93227569,-46.78282725
45.01,16.7769919,-45.80267338
45.02,16.59333039,-44.76412954
45.03,16.38312128,-43.66338201
45.04,16.14809941,-42.49637779
45.05,15.88989746,-41.25882353
45.06,15.61005889,-39.94618391
45.07,15.31003867,-38.55370007
45.08,14.99120492,-37.07641948
45.09,14.6548457,-35.50922903
45.1,14.3021623,-33.84691139
45.11,13.93429226,-32.08425917
45.12,13.55230425,-30.21619188
45.13,13.15719541,-28.23792424
45.14,12.74990637,-26.14521095
45.15,12.3313186,-23.93463721
45.16,11.90226269,-21.60399192
45.17,11.46351441,-19.15271035
45.18,11.01580702,-16.58241511
45.19,10.55982523,-13.89748266
45.2,10.0962182,-11.10565551
45.21,9.625587945,-8.21861758
45.22,9.148512597,-5.252461011
45.23,8.665527588,-2.227961208
45.24,8.177138105,0.8294584913
45.25,7.683816834,3.890145837
45.26,7.186015051,6.921091023
45.27,6.684153544,9.887249499
45.28,6.178630178,12.75323546
45.29,5.669812556,15.48524731
45.3,5.158054753,18.05299618
45.31,4.64368791,20.43142613
45.32,4.127022495,22.60199761
45.33,3.608354181,24.55338763
45.34,3.087952322,26.281547
45.35,2.566083126,27.78919032
45.36,2.042993046,29.08479352
45.37,1.518910061,30.1813183
45.38,0.9940549658,31.09482077
45.39,0.4686323978,31.84312033
45.4,-0.05717005854,32.44461916
45.41,-0.5831658154,32.91737622
45.42,-1.109190051,33.27841707
45.43,-1.635075775,33.54330068
45.44,-2.160671208,33.7258823
45.45,-2.685837303,33.83825631
45.46,-3.210446315,33.89078665
45.47,-3.734369255,33.89224431
45.48,-4.257487469,33.84996664
45.49,-4.779696213,33.77004318
45.5,-5.300889222,33.65749426
45.51,-5.820973161,33.51644728
45.52,-6.339855445,33.35029335
45.53,-6.857454976,33.16180339
45.54,-7.373691565,32.95327048
45.55,-7.888493746,32.72657833
45.56,-8.401792407,32.48330053
45.57,-8.913531637,32.22475245
45.58,-9.423651269,31.95204253
45.59,-9.932095047,31.66611676
45.6,-10.43881586,31.36779613
45.61,-10.94377219,31.05779337
45.62,-11.44692267,30.73673823
45.63,-11.9482306,30.40519439
45.64,-12.4476575,30.06366253
45.65,-12.94517708,29.71260589
45.66,-13.44076368,29.35244894
45.67,-13.93439576,28.98358825
45.68,-14.426048,28.60639052
45.69,-14.91570663,28.22121154
45.7,-15.40335508,27.82837444
45.71,-15.88897636,27.42819505
45.72,-16.37256186,27.02097375
45.73,-16.85410488,26.60700325
45.74,-17.33359769,26.186563
45.75,-17.81103214,25.75992213
45.76,-18.28641276,25.32733407
45.77,-18.75973704,24.88905923
45.78,-19.23100315,24.44534599
45.79,-19.70021181,23.99642772
45.8,-20.16737084,23.54254498
45.81,-20.63248244,23.08392187
45.82,-21.09555618,22.62077723
45.83,-21.55660076,22.15332502
45.84,-22.01562978,21.68177459
45.85,-22.47265468,21.20633136
45.86,-22.9276894,20.72719809
45.87,-23.38074758,20.24456824
45.88,-23.83184454,19.75862686
45.89,-24.28100819,19.26956292
45.9,-24.72825829,18.77755289
45.91,-25.17361241,18.28277102
45.92,-25.61709382,17.78538575
45.93,-26.05872583,17.28557056
45.94,-26.49853563,16.78348234
45.95,-26.93655184,16.27927569
45.96,-27.37280288,15.77310471
45.97,-27.80732157,15.26511341
45.98,-28.24013643,14.7554493
45.99,-28.67128807,14.2442508
46,-29.10080425,13.73165106
46.01,-29.52872272,13.21777786
46.02,-29.95508537,12.70275529
46.03,-30.37993843,12.18671043
46.04,-30.80332471,11.66975539
46.05,-31.22528584,11.15200685
46.06,-31.64586521,10.6335752
46.07,-32.0651131,10.11456234
46.08,-32.48308194,9.595073829
46.09,-32.89982607,9.075207409
46.1,-33.31539637,8.555058269
46.11,-33.72984685,8.034711578
46.12,-34.14324373,7.514257121
46.13,-34.55563416,6.993777883
46.14,-34.96708463,6.473360253
46.15,-35.37765924,5.953073628
46.16,-35.78741702,5.432991105
46.17,-36.19643581,4.913187439
46.18,-36.60477518,4.393725508
46.19,-37.01251255,3.87467682
46.2,-37.41971782,3.35609574
46.21,-37.82646479,2.838042224
46.22,-38.23283179,2.320569433
46.23,-38.63890086,1.803740332
46.24,-39.0447471,1.287597898
46.25,-39.45044489,0.7721897249
46.26,-39.85608765,0.2575624528
46.27,-40.26175833,-0.2562411192
46.28,-40.6675343,-0.7691829973
46.29,-41.07350948,-1.28122187
46.3,-41.47976973,-1.792328002
46.31,-41.88639639,-2.302467894
46.32,-42.29348476,-2.81160915
46.33,-42.70112332,-3.319721226
46.34,-43.10940114,-3.826783857
46.35,-43.51840605,-4.332772814
46.36,-43.92822805,-4.837663879
46.37,-44.33895506,-5.341434608
46.38,-44.7506817,-5.844070911
46.39,-45.1634845,-6.34555925
46.4,-45.57745901,-6.84588012
46.41,-45.99267983,-7.345012597
46.42,-46.40923166,-7.842953509
46.43,-46.82719911,-8.339686358
46.44,-47.24665533,-8.835206931
46.45,-47.6676706,-9.329508367
46.46,-48.09031196,-9.822586246
46.47,-48.51464804,-10.31443991
46.48,-48.94073897,-10.80506238
46.49,-49.36863281,-11.29445706
46.5,-49.79837722,-11.7826249
46.51,-50.23001701,-12.26956519
46.52,-50.66358446,-12.75528301
46.53,-51.09909643,-13.23978213
46.54,-51.53657121,-13.7230696
46.55,-51.97601542,-14.20515552
46.56,-52.41741556,-14.68605127
46.57,-52.86075547,-15.16575987
46.58,-53.3060038,-15.64429828
46.59,-53.75311614,-16.12167866
46.6,-54.2020299,-16.59791446
46.61,-54.65267196,-17.07302491
46.62,-55.10494961,-17.54702296
46.63,-55.55875722,-18.01993507
46.64,-56.01396468,-18.49177912
46.65,-56.47043274,-18.96257652
46.66,-56.92799353,-19.43235436
46.67,-57.38645925,-19.90113827
46.68,-57.84563189,-20.36895067
46.69,-58.30528751,-20.83582409
46.7,-58.76517934,-21.30179306
46.71,-59.22504598,-21.76688871
46.72,-59.68459815,-22.23114957
46.73,-60.14353529,-22.69461621
46.74,-60.60152419,-23.15732399
46.75,-61.05823364,-23.61931507
46.76,-61.51329233,-24.08063743
46.77,-61.96633506,-24.54133505
46.78,-62.41695403,-25.00146513
46.79,-62.86475921,-25.46107184
46.8,-63.30933987,-25.92021697
46.81,-63.75027011,-26.37896514
46.82,-64.18711511,-26.83737315
46.83,-64.6194553,-27.29550632
46.84,-65.04684985,-27.75343665
46.85,-65.46888167,-28.21124308
46.86,-65.88513672,-28.66900346
46.87,-66.29518364,-29.12679339
46.88,-66.69864362,-29.58470409
46.89,-67.09512057,-30.04283437
46.9,-67.48425283,-30.50127562
46.91,-67.86569605,-30.96012762
46.92,-68.23913525,-31.41949981
46.93,-68.60426846,-31.87950858
46.94,-68.96084124,-32.34027061
46.95,-69.30861041,-32.80191457
46.96,-69.64738322,-33.26457127
46.97,-69.97698554,-33.72837754
46.98,-70.29727429,-34.1934808
46.99,-70.60814715,-34.66002669
47,-70.909543,-35.12817812
47.01,-71.201418,-35.59810242
47.02,-71.4837539,-36.06997088
47.03,-71.75658556,-36.54397272
47.04,-72.01996491,-37.02029381
47.05,-72.27396665,-37.49913826
47.06,-72.51869567,-37.98071493
47.07,-72.75428787,-38.46524382
47.08,-72.98088668,-38.95294651
47.09,-73.19865966,-39.44405939
47.1,-73.40779142,-39.93882576
47.11,-73.608479,-40.43749707
47.12,-73.80094107,-40.9403345
47.13,-73.98540006,-41.44760845
47.14,-74.16207355,-41.95959835
47.15,-74.33120455,-42.4765949
47.16,-74.4930336,-42.99888907
47.17,-74.64780665,-43.52677969
47.18,-74.79576154,-44.06057576
47.19,-74.93713502,-44.60059214
47.2,-75.07217722,-45.14713906
47.21,-75.20112018,-45.70054321
47.22,-75.32421097,-46.26112267
47.23,-75.4416705,-46.82919878
47.24,-75.55372881,-47.40508619
47.25,-75.66060731,-47.98909235
47.26,-75.76251095,-48.58152654
47.27,-75.85965652,-49.18268273
47.28,-75.95224024,-49.79283328
47.29,-76.04045452,-50.41223513
47.3,-76.12448547,-51.04111572
47.31,-76.20451271,-51.67967868
47.32,-76.28072178,-52.32809121
47.33,-76.35326504,-52.98647782
47.34,-76.42231302,-53.65490807
47.35,-76.48800556,-54.33339533
47.36,-76.55048972,-55.02189812
47.37,-76.60991506,-55.72029054
47.38,-76.66639943,-56.4283668
47.39,-76.72008144,-57.14581845
47.4,-76.77107778,-57.87225328
47.41,-76.81950563,-58.60715599
47.42,-76.86547715,-59.34988642
47.43,-76.90909118,-60.0996881
47.44,-76.95044229,-60.85565351
47.45,-76.98964224,-61.61674532
47.46,-77.02676677,-62.38177131
47.47,-77.06191487,-63.1493917
47.48,-77.09515094,-63.91812538
47.49,-77.12656311,-64.68635588
47.5,-77.15623022,-65.45230975
47.51,-77.18422152,-66.21411043
47.52,-77.21059982,-66.96977723
47.53,-77.23542018,-67.71724067
47.54,-77.25876144,-68.45439284
47.55,-77.28067434,-69.17907924
47.56,-77.30121717,-69.88916006
47.57,-77.32044211,-70.58253854
47.58,-77.3383915,-71.25721071
47.59,-77.35511517,-71.91127985
47.6,-77.37066116,-72.54300248
47.61,-77.38507296,-73.15082392
47.62,-77.39839128,-73.73341482
47.63,-77.41066129,-74.28967444
47.64,-77.42190829,-74.8187557
47.65,-77.43217347,-75.32008901
47.66,-77.44148276,-75.79335562
47.67,-77.4498828,-76.23849036
47.68,-77.45740208,-76.65568941
47.69,-77.46406102,-77.04536079
47.7,-77.46989087,-77.4081282
47.71,-77.47491678,-77.7447982
47.72,-77.47916289,-78.05631515
47.73,-77.4826562,-78.34374803
47.74,-77.4854248,-78.60827297
47.75,-77.48749081,-78.85110785
47.76,-77.48886823,-79.07352705
47.77,-77.48957995,-79.27681322
47.78,-77.48964872,-79.46225412
47.79,-77.48909822,-79.63110745
47.8,-77.48793813,-79.78461138
47.81,-77.48619303,-79.9239434
47.82,-77.48386707,-80.05024607
47.83,-77.48099067,-80.16459006
47.84,-77.47758534,-80.2679855
47.85,-77.47364999,-80.36139288
47.86,-77.46920917,-80.4456833
47.87,-77.46428218,-80.5216797
47.88,-77.45887697,-80.59013651
47.89,-77.45301041,-80.65174148
47.9,-77.44670352,-80.70714719
47.91,-77.43996766,-80.7569226
47.92,-77.43281917,-80.80160894
47.93,-77.42526143,-80.84168328
47.94,-77.41732133,-80.87759155
47.95,-77.40899676,-80.90973979
47.96,-77.40031433,-80.93847024
47.97,-77.39127245,-80.9641267
47.98,-77.38189062,-80.98699606
47.99,-77.37218507,-81.00735019
48,-77.3621582,-81.02542104
48.01,-77.35182895,-81.04144304
48.02,-77.34120552,-81.05560219
48.03,-77.33030195,-81.06808161
48.04,-77.31912605,-81.07903592
48.05,-77.30767924,-81.08860873
48.06,-77.29598897,-81.09692066
48.07,-77.2840494,-81.1041058
48.08,-77.2718888,-81.11026022
48.09,-77.25949178,-81.11548125
48.1,-77.24688263,-81.11985537
48.11,-77.23406681,-81.12345689
48.12,-77.22105168,-81.12634743
48.13,-77.20784617,-81.12861037
48.14,-77.19445555,-81.13028809
48.15,-77.18088149,-81.13143768
48.16,-77.16715165,-81.13210252
48.17,-77.15325194,-81.1323229
48.18,-77.13919713,-81.13214397
48.19,-77.1249949,-81.13158913
48.2,-77.11064424,-81.13069372
48.21,-77.09614872,-81.12948763
48.22,-77.0815247,-81.12800354
48.23,-77.06676945,-81.1262466
48.24,-77.05189364,-81.12424925
48.25,-77.03689361,-81.12203226
48.26,-77.02178281,-81.11961132
48.27,-77.00656731,-81.11699342
48.28,-76.99124671,-81.11420361
48.29,-76.97581541,-81.11125654
48.3,-76.96029039,-81.10815682
48.31,-76.94466695,-81.10491038
48.32,-76.92895372,-81.10153573
48.33,-76.91314592,-81.09803734
48.34,-76.89726312,-81.09442618
48.35,-76.88129723,-81.09071501
48.36,-76.86524994,-81.08689936
48.37,-76.84913011,-81.08299026
48.38,-76.83293505,-81.07899177
48.39,-76.81666499,-81.07490667
48.4,-76.80032215,-81.07075088
48.41,-76.78391949,-81.06651729
48.42,-76.76744307,-81.06221135
48.43,-76.75090734,-81.05783812
48.44,-76.73430703,-81.05339978
48.45,-76.71765319,-81.04889602
48.46,-76.70093263,-81.04433653
48.47,-76.68416139,-81.03972574
48.48,-76.66732956,-81.03506082
48.49,-76.65044794,-81.03033957
48.5,-76.63350639,-81.02557372
48.51,-76.61651546,-81.02075379
48.52,-76.59947856,-81.01588643
48.53,-76.58239828,-81.01098057
48.54,-76.56526664,-81.00603699
48.55,-76.54809262,-81.00104164
48.56,-76.53086601,-80.99601142
48.57,-76.51358949,-80.99093501
48.58,-76.49627086,-80.98581913
48.59,-76.47891491,-80.98067105
48.6,-76.46151039,-80.97548021
48.61,-76.44406915,-80.97025263
48.62,-76.42658337,-80.96499041
48.63,-76.40906262,-80.95969446
48.64,-76.39149945,-80.95435874
48.65,-76.37389337,-80.94899103
48.66,-76.35625222,-80.94359475
48.67,-76.33857719,-80.93816022
48.68,-76.32085836,-80.93269516
48.69,-76.30310547,-80.92719204
48.7,-76.28531765,-80.92166529
48.71,-76.26749444,-80.91609638
48.72,-76.24964288,-80.91050906
48.73,-76.23175719,-80.90487907
48.74,-76.21383073,-80.89921987
48.75,-76.19587016,-80.89352967
48.76,-76.1778818,-80.88780594
48.77,-76.1598517,-80.88205483
48.78,-76.14178965,-80.8762764
48.79,-76.12369996,-80.87046291
48.8,-76.10557592,-80.86462039
48.81,-76.08741853,-80.85874303
48.82,-76.06922692,-80.85283828
48.83,-76.05101012,-80.84689819
48.84,-76.03275793,-80.84093442
48.85,-76.01448163,-80.83493953
48.86,-75.99617031,-80.82890587
48.87,-75.97782797,-80.82284559
48.88,-75.95945143,-80.81675861
48.89,-75.9410498,-80.81063823
48.9,-75.92261425,-80.80448375
48.91,-75.90415414,-80.79829848
48.92,-75.8856699,-80.79208969
48.93,-75.86715179,-80.78585059
48.94,-75.84860862,-80.77957809
48.95,-75.83004019,-80.77327061
48.96,-75.81143934,-80.76693698
48.97,-75.79280717,-80.76058082
48.98,-75.77415075,-80.75419139
48.99,-75.75546798,-80.74777072
49,-75.73675431,-80.74131894
49.01,-75.71801729,-80.73483305
49.02,-75.69924701,-80.72831846
49.03,-75.68045398,-80.72177531
49.04,-75.66163469,-80.71519799
49.05,-75.64279377,-80.70858883
49.06,-75.62391192,-80.70195081
49.07,-75.60500823,-80.69527929
49.08,-75.58607345,-80.68858305
49.09,-75.56712091,-80.68185451
49.1,-75.54814001,-80.67509589
49.11,-75.52913977,-80.66830917
49.12,-75.51011656,-80.66148639
49.13,-75.49105735,-80.65463905
49.14,-75.47197464,-80.64775586
49.15,-75.45286741,-80.64084551
49.16,-75.43373832,-80.63390573
49.17,-75.41458497,-80.62693064
49.18,-75.39540192,-80.61991903
49.19,-75.37619641,-80.61287372
49.2,-75.35696808,-80.60580794
49.21,-75.33771862,-80.5987053
49.22,-75.31843064,-80.59157351
49.23,-75.29912675,-80.58441319
49.24,-75.27980191,-80.57721805
49.25,-75.26045416,-80.56999415
49.26,-75.24107726,-80.56273407
49.27,-75.22167177,-80.55543951
49.28,-75.20224961,-80.54811673
49.29,-75.18279943,-80.54076051
49.3,-75.16332762,-80.53337066
49.31,-75.14383443,-80.52594502
49.32,-75.12431889,-80.51849564
49.33,-75.10477497,-80.5110127
49.34,-75.08520898,-80.50349266
49.35,-75.06562195,-80.49594616
49.36,-75.04601286,-80.48836697
49.37,-75.02638329,-80.48075465
49.38,-75.00673858,-80.47310809
49.39,-74.98706683,-80.46542844
49.4,-74.96737929,-80.45771382
49.41,-74.94765875,-80.44996486
49.42,-74.92791678,-80.44218656
49.43,-74.90815265,-80.43437832
49.44,-74.88836933,-80.42653866
49.45,-74.86857098,-80.41866153
49.46,-74.84874546,-80.41074751
49.47,-74.82890005,-80.4028119
49.48,-74.80903412,-80.39483593
49.49,-74.78914627,-80.38682043
49.5,-74.76923219,-80.37877508
49.51,-74.74929907,-80.37070566
49.52,-74.72935183,-80.36260275
49.53,-74.70937857,-80.35445802
49.54,-74.68938472,-80.34627754
49.55,-74.66937672,-80.33807192
49.56,-74.64934334,-80.32982011
49.57,-74.62928881,-80.32154727
49.58,-74.60921562,-80.3132381
49.59,-74.58912382,-80.30489453
49.6,-74.5690186,-80.29651829
49.61,-74.54888655,-80.28810109
49.62,-74.5287355,-80.27965935
49.63,-74.50857171,-80.27117797
49.64,-74.48838246,-80.26266513
49.65,-74.46817299,-80.25412205
49.66,-74.44795222,-80.24554207
49.67,-74.42771091,-80.23692347
49.68,-74.40744409,-80.2282801
49.69,-74.38716633,-80.21959151
49.7,-74.3668627,-80.21087475
49.71,-74.34654186,-80.20211794
49.72,-74.32620615,-80.19333224
49.73,-74.30585182,-80.18451914
49.74,-74.28548141,-80.17566433
49.75,-74.26509196,-80.16677438
49.76,-74.24468273,-80.15785314
49.77,-74.2242558,-80.14889699
49.78,-74.203804,-80.139899
49.79,-74.18334071,-80.13087156
49.8,-74.16285939,-80.12181347
49.81,-74.14235985,-80.11272322
49.82,-74.12184217,-80.10359687
49.83,-74.10130653,-80.09443276
49.84,-74.08076007,-80.08523695
49.85,-74.06019605,-80.0760082
49.86,-74.03961387,-80.06673891
49.87,-74.01902152,-80.05742954
49.88,-73.9984102,-80.04808752
49.89,-73.97777538,-80.03870836
49.9,-73.95713,-80.02930697
49.91,-73.93646675,-80.01986491
49.92,-73.91579262,-80.01038495
49.93,-73.89510171,-80.00087553
49.94,-73.87438668,-79.991332
49.95,-73.85365552,-79.98175231
49.96,-73.83291329,-79.97213119
49.97,-73.81216014,-79.9624855
49.98,-73.79138525,-79.95279642
49.99,-73.77059872,-79.94307179
50,-73.74979459,-79.93331167
50.01,-73.72898227,-79.92351774
50.02,-73.70815127,-79.91369003
50.03,-73.68730422,-79.90382703
50.04,-73.66644728,-79.8939236
50.05,-73.64557438,-79.88398881
50.06,-73.62469185,-79.87401653
50.07,-73.60379267,-79.86401644
50.08,-73.58287654,-79.85398275
50.09,-73.56195129,-79.84390806
50.1,-73.54101078,-79.83380054
50.11,-73.52004509,-79.82365362
50.12,-73.4990718,-79.81347087
50.13,-73.47808853,-79.80325925
50.14,-73.45708933,-79.79300702
50.15,-73.43608082,-79.78271966
50.16,-73.41505729,-79.77239588
50.17,-73.39402403,-79.76203838
50.18,-73.37297419,-79.75164967
50.19,-73.35191002,-79.74121922
50.2,-73.33083604,-79.73075702
50.21,-73.30974658,-79.72026368
50.22,-73.28864842,-79.70973557
50.23,-73.26754046,-79.69917752
50.24,-73.24641686,-79.68858035
50.25,-73.22527886,-79.67794263
50.26,-73.20413973,-79.66726878
50.27,-73.18297854,-79.65656032
50.28,-73.16180935,-79.64582222
50.29,-73.1406311,-79.63504331
50.3,-73.11943708,-79.62423569
50.31,-73.09823399,-79.61338483
50.32,-73.07702342,-79.6025074
50.33,-73.05579728,-79.59158446
50.34,-73.03456481,-79.58063484
50.35,-73.01331643,-79.56964473
50.36,-72.99205999,-79.55862917
50.37,-72.97078836,-79.54757079
50.38,-72.94950889,-79.53647605
50.39,-72.92821467,-79.52534996
50.4,-72.9069136,-79.5141833
50.41,-72.88560328,-79.50298427
50.42,-72.86428584,-79.49175568
50.43,-72.84296009,-79.48048857
50.44,-72.82162659,-79.46918833
50.45,-72.8002804,-79.45785571
50.46,-72.77891904,-79.44648675
50.47,-72.75755614,-79.43508264
50.48,-72.73618037,-79.42364158
50.49,-72.71480388,-79.41217389
50.5,-72.69341976,-79.40067176
50.51,-72.67202007,-79.38913099
50.52,-72.65060875,-79.3775534
50.53,-72.62919442,-79.36594314
50.54,-72.60776168,-79.35429502
50.55,-72.58633559,-79.34261017
50.56,-72.56489501,-79.33089311
50.57,-72.54343919,-79.31914166
50.58,-72.52198394,-79.30735712
50.59,-72.50052213,-79.29553249
50.6,-72.47904007,-79.28368278
50.61,-72.45755777,-79.27180233
50.62,-72.43607541,-79.25987965
50.63,-72.41457269,-79.24792586
50.64,-72.3930708,-79.2359425
50.65,-72.37155453,-79.22392442
50.66,-72.35004467,-79.2118672
50.67,-72.32852108,-79.19978186
50.68,-72.30699314,-79.18766157
50.69,-72.28545135,-79.17550495
50.7,-72.26390862,-79.16331269
50.71,-72.24236005,-79.15108134
50.72,-72.22079877,-79.13882
50.73,-72.19923789,-79.12652433
50.74,-72.17767813,-79.11419691
50.75,-72.15610418,-79.10183675
50.76,-72.13452486,-79.0894421
50.77,-72.11293879,-79.07701523
50.78,-72.09134662,-79.06455027
50.79,-72.06974802,-79.05205611
50.8,-72.04814447,-79.03952874
50.81,-72.02653514,-79.02697059
50.82,-72.00492508,-79.01437343
50.83,-71.98331119,-79.0017579
50.84,-71.96168372,-78.98909941
50.85,-71.94005722,-78.97640449
50.86,-71.91843221,-78.96368055
50.87,-71.89680008,-78.95092732
50.88,-71.87515717,-78.9381353
50.89,-71.85350708,-78.92531174
50.9,-71.83185291,-78.91245932
50.91,-71.81019896,-78.89957398
50.92,-71.78854701,-78.88666501
50.93,-71.7668883,-78.87371669
50.94,-71.74523168,-78.86073102
50.95,-71.72356225,-78.84771471
50.96,-71.70189613,-78.83466391
50.97,-71.68022367,-78.82159007
50.98,-71.65854552,-78.8084831
50.99,-71.63687006,-78.7953453
51,-71.61518768,-78.78217627
51.01,-71.59350188,-78.76897265
51.02,-71.5718176,-78.75573751
51.03,-71.55013351,-78.74246917
51.04,-71.52843809,-78.72916615
51.05,-71.50673799,-78.71583837
51.06,-71.48504034,-78.70247331
51.07,-71.46333752,-78.68908315
51.08,-71.44163567,-78.67565729
51.09,-71.41993063,-78.66220545
51.1,-71.39822633,-78.64871658
51.11,-71.3765242,-78.63519741
51.12,-71.35481699,-78.62165396
51.13,-71.33309762,-78.60807856
51.14,-71.31138235,-78.59446995
51.15,-71.28967495,-78.58082645
51.16,-71.26795574,-78.56715059
51.17,-71.24623941,-78.55344786
51.18,-71.22452488,-78.53971959
51.19,-71.20280538,-78.52596412
51.2,-71.18108236,-78.51217325
51.21,-71.15936121,-78.49836182
51.22,-71.13764295,-78.4845117
51.23,-71.11592727,-78.47063488
51.24,-71.09419997,-78.45672238
51.25,-71.07247545,-78.44278917
51.26,-71.0507523,-78.42882198
51.27,-71.02903239,-78.41483353
51.28,-71.00730212,-78.40081354
51.29,-70.9855805,-78.38676159
51.3,-70.963855,-78.37268103
51.31,-70.94212556,-78.35856456
51.32,-70.92040529,-78.34443123
51.33,-70.89868074,-78.33025783
51.34,-70.87696082,-78.31606039
51.35,-70.8552421,-78.30183473
51.36,-70.83352653,-78.28757728
51.37,-70.81180703,-78.27330146
51.38,-70.79009118,-78.25899218
51.39,-70.7683783,-78.24465119
51.4,-70.74666618,-78.23028999
51.41,-70.72495804,-78.21590049
51.42,-70.70324623,-78.20148495
51.43,-70.68153834,-78.1870408
51.44,-70.65982688,-78.17256517
51.45,-70.63811797,-78.15806058
51.46,-70.6164118,-78.14352932
51.47,-70.59471022,-78.12897682
51.48,-70.57301094,-78.1143928
51.49,-70.55130906,-78.09978723
51.5,-70.52960951,-78.08514617
51.51,-70.50792022,-78.07048488
51.52,-70.48623413,-78.05579291
51.53,-70.46453709,-78.04108316
51.54,-70.44285209,-78.02634191
51.55,-70.4211693,-78.01157135
51.56,-70.39948323,-77.99678016
51.57,-70.37780811,-77.98196716
51.58,-70.35613512,-77.9671202
51.59,-70.33446054,-77.95225545
51.6,-70.31278921,-77.9373646
51.61,-70.2911211,-77.92244441
51.62,-70.26945673,-77.90749606
51.63,-70.24780252,-77.89252666
51.64,-70.22613883,-77.87753557
51.65,-70.2044859,-77.86251743
51.66,-70.18283669,-77.84747362
51.67,-70.16119116,-77.83240469
51.68,-70.13955656,-77.81731484
51.69,-70.11791769,-77.80220395
51.7,-70.09628357,-77.78706321
51.71,-70.07465288,-77.77189918
51.72,-70.05303368,-77.75671464
51.73,-70.03140463,-77.74150284
51.74,-70.00978568,-77.72626892
51.75,-69.98816416,-77.71100652
51.76,-69.96655376,-77.69572571
51.77,-69.94494709,-77.680424
51.78,-69.92334501,-77.66509487
51.79,-69.9017527,-77.64974918
51.8,-69.88015877,-77.63437504
51.81,-69.85856897,-77.618978
51.82,-69.83699051,-77.60356352
51.83,-69.81541616,-77.58812301
51.84,-69.79385192,-77.57266419
51.85,-69.7722859,-77.55717816
51.86,-69.75072994,-77.54167081
51.87,-69.72917213,-77.52613757
51.88,-69.7076254,-77.51058702
51.89,-69.68607576,-77.49502047
51.9,-69.66453863,-77.47943198
51.91,-69.64301143,-77.46381484
51.92,-69.6214889,-77.44818151
51.93,-69.5999713,-77.43252989
51.94,-69.57845744,-77.41685146
51.95,-69.55694232,-77.40115694
51.96,-69.53543705,-77.38543639
51.97,-69.51393685,-77.36969728
51.98,-69.492448,-77.35394231
51.99,-69.4709575,-77.33816472
52,-69.44947852,-77.3223665
52.01,-69.4280043,-77.30655204
52.02,-69.40653423,-77.29071309
52.03,-69.38506852,-77.27485739
52.04,-69.36361523,-77.25898036
52.05,-69.34217269,-77.24308336
52.06,-69.32073502,-77.22716916
52.07,-69.29930169,-77.21123318
